language,analysis_unit,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
hi,whitespace_word,कहते,18,1,5,5,True,à¤ķ|à¤¹à¤¤|à¥ĩ,कह|े,"{""42"": ""कह|े"", ""43"": ""क|त|"", ""44"": ""कह||"", ""45"": ""क||े"", ""46"": ""क|ते""}"
hi,whitespace_word,फ़ोन,13,1,5,5,True,à¤«|à¤¼à¥ĭ|à¤¨,फ|ो|,"{""42"": ""फ|ो|"", ""43"": ""फ|ोन"", ""44"": ""फ़|न"", ""45"": ""फ़||"", ""46"": ""फ||न""}"
hi,whitespace_word,संगठन,13,1,5,5,True,à¤¸|à¤Ĥà¤Ĺà¤łà¤¨,सं|ठ|न,"{""42"": ""सं|ठ|न"", ""43"": ""स||ठन"", ""44"": ""सं|||न"", ""45"": ""सं|ठन"", ""46"": ""स|गठ|न""}"
hi,whitespace_word,नेशनल,11,1,5,5,True,à¤¨|à¥ĩà¤¶à¤¨à¤²,न||नल,"{""42"": ""न||नल"", ""43"": ""न|श||"", ""44"": ""न|||ल"", ""45"": ""न||||"", ""46"": ""न|शनल""}"
hi,whitespace_word,अफ़्रीका,10,1,5,5,True,à¤ħ|à¤«|à¤¼à¥į|à¤°|à¥Ģà¤ķ|à¤¾,अ||्र|का,"{""42"": ""अ||्र|का"", ""43"": ""अ|़्र|क|"", ""44"": ""अ|़्र|का"", ""45"": ""अ|़|र|का"", ""46"": ""अफ़्र|का""}"
hi,whitespace_word,शक्तिशाली,9,1,5,5,True,à¤¶à¤ķ|à¥įà¤¤|à¤¿à¤¶|à¤¾à¤²|à¥Ģ,शक|तिशा|ी,"{""42"": ""शक|तिशा|ी"", ""43"": ""श||तिशा||"", ""44"": ""श|||ति|शा|ी"", ""45"": ""श||ति|शा|ी"", ""46"": ""श||तिश||ी""}"
hi,whitespace_word,अंतरराष्ट्रीय,7,1,5,5,True,à¤ħ|à¤Ĥà¤¤à¤°à¤°|à¤¾à¤·|à¥įà¤Ł|à¥įà¤°|à¥Ģà¤¯,अ||ररा||ट्र|य,"{""42"": ""अ||ररा||ट्र|य"", ""43"": ""अ||ररा|्ट|र|य"", ""44"": ""अ|||रा||ट्र|य"", ""45"": ""अ|||रा|्ट|र|य"", ""46"": ""अं||रा|्ट्र|य""}"
hi,whitespace_word,श्रृंखला,7,1,5,5,True,à¤¶|à¥įà¤°|à¥ĥà¤Ĥ|à¤ĸà¤²|à¤¾,श|र|ंखला,"{""42"": ""श|र|ंखला"", ""43"": ""श|र|ंखल|"", ""44"": ""श्र|ंख|ा"", ""45"": ""श||र|ंखल|"", ""46"": ""श||र|ंख|ा""}"
hi,whitespace_word,कहा।,6,1,5,5,True,à¤ķà¤¹|à¤¾à¥¤,कह|।,"{""42"": ""कह|।"", ""43"": ""कह||"", ""44"": ""क|||"", ""45"": ""कहा।"", ""46"": ""क|ा|""}"
hi,whitespace_word,घरेलू,5,1,5,5,True,à¤ĺà¤°|à¥ĩà¤²|à¥Ĥ,घ|||लू,"{""42"": ""घ|||लू"", ""43"": ""घ|र|लू"", ""44"": ""घ|र|ल|"", ""45"": ""घ||ल|"", ""46"": ""घर|लू""}"
hi,whitespace_word,पंखों,5,1,5,5,True,à¤ª|à¤Ĥà¤ĸ|à¥ĭà¤Ĥ,प|ख||,"{""42"": ""प|ख||"", ""43"": ""पंख|ं"", ""44"": ""प|ख|ं"", ""45"": ""पं||ं"", ""46"": ""प|||ं""}"
hi,whitespace_word,एसोसिएशन,4,1,5,5,True,à¤ıà¤¸|à¥ĭà¤¸|à¤¿à¤ıà¤¶à¤¨,ए||सि|एश|,"{""42"": ""ए||सि|एश|"", ""43"": ""एसोसि|एशन"", ""44"": ""एस||ि|एशन"", ""45"": ""ए||स||एशन"", ""46"": ""ए||सि|एशन""}"
hi,whitespace_word,संबंधी,4,1,5,5,True,à¤¸|à¤Ĥà¤¬|à¤Ĥà¤§|à¥Ģ,स||ंध|,"{""42"": ""स||ंध|"", ""43"": ""स||ं||"", ""44"": ""स||ंध||"", ""45"": ""संबंध||"", ""46"": ""सं|ंध||""}"
hi,whitespace_word,एफबीआई,3,1,5,5,True,à¤ıà¤«|à¤¬|à¥Ģà¤Ĩà¤Ī,ए|||आ|,"{""42"": ""ए|||आ|"", ""43"": ""ए|||आई"", ""44"": ""ए|ब|आ|"", ""45"": ""एफब|आई"", ""46"": ""एफब|आ|""}"
hi,whitespace_word,कंटेंट,3,1,5,5,True,à¤ķ|à¤Ĥà¤Ł|à¥ĩà¤Ĥ|à¤Ł,क||||ट,"{""42"": ""क||||ट"", ""43"": ""क|ट|ंट"", ""44"": ""कं||ं|"", ""45"": ""कंट|ंट"", ""46"": ""क|||ं|""}"
hi,whitespace_word,चूंकि,3,1,5,5,True,à¤ļ|à¥Ĥà¤Ĥ|à¤ķ|à¤¿,च|ंक|,"{""42"": ""च|ंक|"", ""43"": ""चूं||"", ""44"": ""च||कि"", ""45"": ""च|ं|ि"", ""46"": ""च|ंकि""}"
hi,whitespace_word,परिस्थितियों,3,1,5,5,True,à¤ªà¤°|à¤¿à¤¸|à¥įà¤¥|à¤¿à¤¤|à¤¿à¤¯|à¥ĭà¤Ĥ,प|ि|स्थि|ति|यों,"{""42"": ""प|ि|स्थि|ति|यों"", ""43"": ""परि|स्थि|तियों"", ""44"": ""प|ि|स्थि|तियों"", ""45"": ""परि|स्थि|ति|यों"", ""46"": ""परि|स|थि|ति|यों""}"
hi,whitespace_word,यूनेस्को,3,1,5,5,True,à¤¯|à¥Ĥà¤¨|à¥ĩà¤¸|à¥įà¤ķ|à¥ĭ,य|न|||क|,"{""42"": ""य|न|||क|"", ""43"": ""य||ेस|क|"", ""44"": ""य|न|स|क|"", ""45"": ""य|नेस|क|"", ""46"": ""यून|स|क|""}"
hi,whitespace_word,संगठनात्मक,3,1,5,5,True,à¤¸|à¤Ĥà¤Ĺà¤łà¤¨|à¤¾à¤¤|à¥įà¤®à¤ķ,स||ठ|न||्मक,"{""42"": ""स||ठ|न||्मक"", ""43"": ""स||ठ|ना|्मक"", ""44"": ""सं|||ना|्मक"", ""45"": ""सं|ठ|ना|्मक"", ""46"": ""संगठ|न||्मक""}"
hi,whitespace_word,सहमति,3,1,5,5,True,à¤¸|à¤¹à¤®|à¤¤|à¤¿,सहमति,"{""42"": ""सहमति"", ""43"": ""स||ति"", ""44"": ""सह|ति"", ""45"": ""स|मति"", ""46"": ""स|||ति""}"
hi,whitespace_word,2000,2,1,5,5,True,200|0,20|0|0,"{""42"": ""20|0|0"", ""43"": ""20|00"", ""44"": ""200|0"", ""45"": ""2000"", ""46"": ""2|0|00""}"
hi,whitespace_word,802.11n,2,1,5,5,True,80|2|.|11|n,8|02|.1|1n,"{""42"": ""8|02|.1|1n"", ""43"": ""80|2.1|1n"", ""44"": ""8|0|2.1|1n"", ""45"": ""8|02.1|1n"", ""46"": ""802.1|1n""}"
hi,whitespace_word,आनुवंशिक,2,1,5,5,True,à¤Ĩà¤¨|à¥ģà¤µ|à¤Ĥà¤¶|à¤¿à¤ķ,आ||वंश||क,"{""42"": ""आ||वंश||क"", ""43"": ""आ|ुवं|||क"", ""44"": ""आनुवं|ि|क"", ""45"": ""आ||वं|ि|क"", ""46"": ""आ|ुवं|ि|क""}"
hi,whitespace_word,इंटरएक्टिव,2,1,5,5,True,à¤ĩ|à¤Ĥà¤Łà¤°|à¤ıà¤ķ|à¥įà¤Ł|à¤¿à¤µ,इंटरएक|टि|व,"{""42"": ""इंटरएक|टि|व"", ""43"": ""इ|ंटरए||टि|व"", ""44"": ""इं|रएक|टि|व"", ""45"": ""इ|ंटरएक|टि|व"", ""46"": ""इंटरए||टि|व""}"
hi,whitespace_word,किताबों,2,1,5,5,True,à¤ķ|à¤¿à¤¤|à¤¾à¤¬|à¥ĭà¤Ĥ,किता|ों,"{""42"": ""किता|ों"", ""43"": ""कि|ता|ों"", ""44"": ""क|ता|ों"", ""45"": ""कि|ता||ं"", ""46"": ""क|ता||ं""}"
hi,whitespace_word,जेनेटिक,2,1,5,5,True,à¤ľ|à¥ĩà¤¨|à¥ĩà¤Ł|à¤¿à¤ķ,ज|नेटि|क,"{""42"": ""ज|नेटि|क"", ""43"": ""ज||न|टि|क"", ""44"": ""ज||न||ि|क"", ""45"": ""ज||नेटि|क"", ""46"": ""ज|नेटि||""}"
hi,whitespace_word,ढूँढना,2,1,5,5,True,à¤¢|à¥Ĥà¤ģ|à¤¢à¤¨|à¤¾,ढ||ँ|||ा,"{""42"": ""ढ||ँ|||ा"", ""43"": ""ढ|ँढना"", ""44"": ""ढ|ँढ|ना"", ""45"": ""ढ||ँढ|ना"", ""46"": ""ढ||ँढ||ा""}"
hi,whitespace_word,नीतियों,2,1,5,5,True,à¤¨|à¥Ģà¤¤|à¤¿à¤¯|à¥ĭà¤Ĥ,न||ि|य|ं,"{""42"": ""न||ि|य|ं"", ""43"": ""न|ति|यों"", ""44"": ""न|त|य|ं"", ""45"": ""न|त||य|ं"", ""46"": ""न||||य|ं""}"
hi,whitespace_word,पंजीकरण,2,1,5,5,True,à¤ª|à¤Ĥà¤ľ|à¥Ģà¤ķà¤°à¤£,पं||क|ण,"{""42"": ""पं||क|ण"", ""43"": ""प|ज|क|ण"", ""44"": ""प|||करण"", ""45"": ""पंजीक|ण"", ""46"": ""पं||करण""}"
hi,whitespace_word,फिनलैंड,2,1,5,5,True,à¤«|à¤¿à¤¨à¤²|à¥Īà¤Ĥ|à¤¡,फ||नल||ड,"{""42"": ""फ||नल||ड"", ""43"": ""फ||नल|ं|"", ""44"": ""फि|नल|ं|"", ""45"": ""फ||नल|ंड"", ""46"": ""फि|नल|ंड""}"
hi,whitespace_word,लाइसेंस,2,1,5,5,True,à¤²|à¤¾à¤ĩà¤¸|à¥ĩà¤Ĥ|à¤¸,ला|सेंस,"{""42"": ""ला|सेंस"", ""43"": ""ल||स|ंस"", ""44"": ""ला|स|ंस"", ""45"": ""ल||सेंस"", ""46"": ""ल||सें|""}"
hi,whitespace_word,सपनों,2,1,5,5,True,à¤¸|à¤ªà¤¨|à¥ĭà¤Ĥ,स|||ं,"{""42"": ""स|||ं"", ""43"": ""स|न|ं"", ""44"": ""स|न||"", ""45"": ""सपन||"", ""46"": ""सप|||""}"
hi,whitespace_word,सफलतापूर्वक,2,1,5,5,True,à¤¸à¤«|à¤²à¤¤|à¤¾à¤ª|à¥Ĥà¤°|à¥įà¤µà¤ķ,सफल||||र|वक,"{""42"": ""सफल||||र|वक"", ""43"": ""स||ता|ूर|वक"", ""44"": ""सफल|ा||र|वक"", ""45"": ""स|लता||र|वक"", ""46"": ""स||ता||र|वक""}"
hi,whitespace_word,सामग्रियों,2,1,5,5,True,à¤¸|à¤¾à¤®à¤Ĺ|à¥įà¤°|à¤¿à¤¯|à¥ĭà¤Ĥ,स||ग|रि|यों,"{""42"": ""स||ग|रि|यों"", ""43"": ""स||ग|रिय|ं"", ""44"": ""स||ग|रियों"", ""45"": ""सा|ग|रि|यों"", ""46"": ""सा|ग|रि|य|ं""}"
hi,whitespace_word,सुपरमार्केट,2,1,5,5,True,à¤¸|à¥ģà¤ªà¤°|à¤®|à¤¾à¤°|à¥įà¤ķ|à¥ĩà¤Ł,स|परम||्क|ट,"{""42"": ""स|परम||्क|ट"", ""43"": ""स|परम||्केट"", ""44"": ""स|परमा|्केट"", ""45"": ""स|परमा|्क|ट"", ""46"": ""सुपरमा|्क|ट""}"
hi,whitespace_word,$100,1,1,5,5,True,$|100,$|10|0,"{""42"": ""$|10|0"", ""43"": ""$100"", ""44"": ""$1|0|0"", ""45"": ""$1|00"", ""46"": ""$10|0""}"
hi,whitespace_word,'स्कैंडिनेवियाई',1,1,5,5,True,'|à¤¸|à¥įà¤ķ|à¥Īà¤Ĥ|à¤¡|à¤¿à¤¨|à¥ĩà¤µ|à¤¿à¤¯|à¤¾à¤Ī|','||्क|ंडि|ने|ि|या|',"{""42"": ""'||्क|ंडि|ने|ि|या|'"", ""43"": ""'||्क|ंडि|न||ि|या|'"", ""44"": ""'|स्क|ंडि|न|वि|या|'"", ""45"": ""'|स्क|ंडि|न|विया|'"", ""46"": ""'|स्क|ंडि|न||ि|या|'""}"
hi,whitespace_word,(एसएएनपार्क्स),1,1,5,5,True,(|à¤ıà¤¸|à¤ı|à¤ıà¤¨|à¤ª|à¤¾à¤°|à¥įà¤ķ|à¥įà¤¸|),(|एसए|नप||्क्स),"{""42"": ""(|एसए|नप||्क्स)"", ""43"": ""(|एस||नप||्क|स)"", ""44"": ""(|ए|ए|नप|||क्स)"", ""45"": ""(|ए|||नप||्क्स)"", ""46"": ""(|एसए||प||्क्स)""}"
hi,whitespace_word,(सिर्फ,1,1,5,5,True,(|à¤¸|à¤¿à¤°|à¥įà¤«,(|स|र|फ,"{""42"": ""(|स|र|फ"", ""43"": ""(|स||र|फ"", ""44"": ""(||ि|र|फ"", ""45"": ""(||िर|फ"", ""46"": ""(|सि|र|फ""}"
hi,whitespace_word,(स्टैनफ़ोर्ड,1,1,5,5,True,(|à¤¸|à¥įà¤Ł|à¥Īà¤¨|à¤«|à¤¼à¥ĭ|à¤°|à¥įà¤¡,(|स्ट|नफ||र|ड,"{""42"": ""(|स्ट|नफ||र|ड"", ""43"": ""(|स|ट|नफ||||ड"", ""44"": ""(||्ट|नफ||र|ड"", ""45"": ""(|स|ट|नफ||र|ड"", ""46"": ""(|स|ट|नफ़|र|ड""}"
hi,whitespace_word,"11वीं,",1,1,5,5,True,"11|à¤µ|à¥Ģà¤Ĥ,","11|||ं,","{""42"": ""11|||ं,"", ""43"": ""11वीं,"", ""44"": ""1|1|ीं,"", ""45"": ""1|1व|ं,"", ""46"": ""11व|ं,""}"
hi,whitespace_word,1450),1,1,5,5,True,145|0|),1450),"{""42"": ""1450)"", ""43"": ""1450|)"", ""44"": ""1|45|0)"", ""45"": ""1|450)"", ""46"": ""145|0)""}"
hi,whitespace_word,2002).,1,1,5,5,True,200|2|).,2|002)|.,"{""42"": ""2|002)|."", ""43"": ""2|0|02)."", ""44"": ""2002)."", ""45"": ""20|02)."", ""46"": ""2|00|2).""}"
hi,whitespace_word,293⁄4,1,1,5,5,True,29|3|â|ģ|Ħ|4,29|3⁄4,"{""42"": ""29|3⁄4"", ""43"": ""293|⁄4"", ""44"": ""2|93|⁄4"", ""45"": ""293|4"", ""46"": ""293⁄4""}"
hi,whitespace_word,5वीं,1,1,5,5,True,5|à¤µ|à¥Ģà¤Ĥ,5व|ं,"{""42"": ""5व|ं"", ""43"": ""5वीं"", ""44"": ""5|||ं"", ""45"": ""5|वीं"", ""46"": ""5|ीं""}"
hi,whitespace_word,"755,688",1,1,5,5,True,"75|5|,|6|88","75|5,6|88","{""42"": ""75|5,6|88"", ""43"": ""755|,6|8|8"", ""44"": ""7|5|5,6|88"", ""45"": ""755,6|88"", ""46"": ""75|5,688""}"
hi,whitespace_word,अंग्रेज़ों,1,1,5,5,True,à¤ħ|à¤Ĥà¤Ĺ|à¥įà¤°|à¥ĩà¤ľ|à¤¼à¥ĭà¤Ĥ,अं||र|ज़|ं,"{""42"": ""अं||र|ज़|ं"", ""43"": ""अ|ग|र|ज़|ं"", ""44"": ""अं|्र|ज़|ं"", ""45"": ""अ|||र|ज़ों"", ""46"": ""अं||र|ज़ों""}"
hi,whitespace_word,"अंतर्ज्ञान,",1,1,5,5,True,"à¤ħ|à¤Ĥà¤¤à¤°|à¥įà¤ľ|à¥įà¤ŀ|à¤¾à¤¨|,","अ||र|ज|ञ||,","{""42"": ""अ||र|ज|ञ||,"", ""43"": ""अ||र|ज्ञा|,"", ""44"": ""अं|||ज|ञा|,"", ""45"": ""अ|तर|ज्ञा|,"", ""46"": ""अ||र|ज|ञा|,""}"
hi,whitespace_word,अंतर्निहित,1,1,5,5,True,à¤ħ|à¤Ĥà¤¤à¤°|à¥įà¤¨|à¤¿à¤¹|à¤¿à¤¤,अ|तर|नि|हि|त,"{""42"": ""अ|तर|नि|हि|त"", ""43"": ""अ||||नि|हि|त"", ""44"": ""अ||र|निह||त"", ""45"": ""अ||र|नि|हित"", ""46"": ""अं|र|निह|त""}"
hi,whitespace_word,अनलोडिंग,1,1,5,5,True,à¤ħ|à¤¨à¤²|à¥ĭà¤¡|à¤¿à¤Ĥ|à¤Ĺ,अनल|डि|ंग,"{""42"": ""अनल|डि|ंग"", ""43"": ""अ|ल||ि|ंग"", ""44"": ""अ|||डि|ं|"", ""45"": ""अ|ल|डि|ंग"", ""46"": ""अ|ल|डि|ं|""}"
hi,whitespace_word,अभिनेत्री,1,1,5,5,True,à¤ħà¤Ń|à¤¿à¤¨|à¥ĩà¤¤|à¥įà¤°|à¥Ģ,अ|ि|न||्री,"{""42"": ""अ|ि|न||्री"", ""43"": ""अ|ि|न|त|री"", ""44"": ""अ|ि|न|||री"", ""45"": ""अभि|न|||र|"", ""46"": ""अभिन||्र|""}"
hi,whitespace_word,अलेइस्क,1,1,5,5,True,à¤ħà¤²|à¥ĩà¤ĩ|à¤¸|à¥įà¤ķ,अ||इ|स|क,"{""42"": ""अ||इ|स|क"", ""43"": ""अ||इस|क"", ""44"": ""अ||इ|||क"", ""45"": ""अ||इ|स्क"", ""46"": ""अल|इ|स|क""}"
hi,whitespace_word,असूनचिओन,1,1,5,5,True,à¤ħà¤¸|à¥Ĥà¤¨|à¤ļ|à¤¿à¤ĵ|à¤¨,अस|नचि|ओन,"{""42"": ""अस|नचि|ओन"", ""43"": ""अ|ूनच|ि|ओन"", ""44"": ""अस|नच|ि|ओन"", ""45"": ""अ||नचि|ओन"", ""46"": ""अ||नच|ि|ओन""}"
hi,whitespace_word,"आधारित,",1,1,5,5,True,"à¤Ĩà¤§|à¤¾à¤°|à¤¿à¤¤|,","आधा|ि|त,","{""42"": ""आधा|ि|त,"", ""43"": ""आ|ा|ित,"", ""44"": ""आध|ा|ि|त,"", ""45"": ""आ|ा|ि|त,"", ""46"": ""आ||ा|ि|त,""}"
hi,whitespace_word,आमने-सामने,1,1,5,5,True,à¤Ĩ|à¤®à¤¨|à¥ĩ-|à¤¸|à¤¾à¤®à¤¨|à¥ĩ,आ|न|-|सा|न|,"{""42"": ""आ|न|-|सा|न|"", ""43"": ""आ|न||-|सा|ने"", ""44"": ""आ|न|-|सा|ने"", ""45"": ""आमन|-|सा|ने"", ""46"": ""आ|न|-|सामन|""}"
hi,whitespace_word,इंडोनेशियाई,1,1,5,5,True,à¤ĩ|à¤Ĥà¤¡|à¥ĭà¤¨|à¥ĩà¤¶|à¤¿à¤¯|à¤¾à¤Ī,इ|ंड|न|शि|या|,"{""42"": ""इ|ंड|न|शि|या|"", ""43"": ""इंड|न||ि|या|"", ""44"": ""इ|ंड|न||||या|"", ""45"": ""इंडोन||ि|या|"", ""46"": ""इ|ंड|ने|ि|या|""}"
hi,whitespace_word,इंन्फ़ॉर्मेशन,1,1,5,5,True,à¤ĩ|à¤Ĥà¤¨|à¥įà¤«|à¤¼à¥ī|à¤°|à¥įà¤®|à¥ĩà¤¶à¤¨,इंन|फ़|र|मेश|,"{""42"": ""इंन|फ़|र|मेश|"", ""43"": ""इंन|फ़|र|म|श|"", ""44"": ""इंन|फ़|र|म|शन"", ""45"": ""इ|ंन|फ़|||म|शन"", ""46"": ""इंन्फ़|र|म|शन""}"
hi,whitespace_word,इंसेफेलाइटिस,1,1,5,5,True,à¤ĩ|à¤Ĥà¤¸|à¥ĩà¤«|à¥ĩà¤²|à¤¾à¤ĩà¤Ł|à¤¿à¤¸,इंस|फ|ला|टि|स,"{""42"": ""इंस|फ|ला|टि|स"", ""43"": ""इंसेफ|ला|टिस"", ""44"": ""इ||स|||ला|टि|स"", ""45"": ""इ|ंसेफ|ला|टि|स"", ""46"": ""इ|ंस|फ|ला|टि|स""}"
hi,whitespace_word,इनोवेशन,1,1,5,5,True,à¤ĩà¤¨|à¥ĭà¤µ|à¥ĩà¤¶à¤¨,इ|नोवेश|,"{""42"": ""इ|नोवेश|"", ""43"": ""इ|नोव|शन"", ""44"": ""इन|||श|"", ""45"": ""इ|नोव|श|"", ""46"": ""इनोव|श|""}"
hi,whitespace_word,इन्फ़्लूएंजा,1,1,5,5,True,à¤ĩà¤¨|à¥įà¤«|à¤¼à¥į|à¤²|à¥Ĥà¤ı|à¤Ĥà¤ľ|à¤¾,इ|न|फ़|ल|ए|जा,"{""42"": ""इ|न|फ़|ल|ए|जा"", ""43"": ""इन्फ़|ल|एंजा"", ""44"": ""इ|न|फ़|ल|एं|ा"", ""45"": ""इ|न|फ़|ल|एंजा"", ""46"": ""इ|न|फ़||ल|एंजा""}"
hi,whitespace_word,इस्त्री,1,1,5,5,True,à¤ĩà¤¸|à¥įà¤¤|à¥įà¤°|à¥Ģ,इस|त|र|,"{""42"": ""इस|त|र|"", ""43"": ""इस्त|र|"", ""44"": ""इ|स|त|र|"", ""45"": ""इ||त|र|"", ""46"": ""इस्त|री""}"
hi,whitespace_word,इस्लामिक,1,1,5,5,True,à¤ĩà¤¸|à¥įà¤²|à¤¾à¤®|à¤¿à¤ķ,इस|ला|ि|क,"{""42"": ""इस|ला|ि|क"", ""43"": ""इस्ला|िक"", ""44"": ""इ|स|ला|ि|क"", ""45"": ""इ|स्ला|ि|क"", ""46"": ""इस|ला|िक""}"
hi,whitespace_word,एक्सचेंज़,1,1,5,5,True,à¤ıà¤ķ|à¥įà¤¸à¤ļ|à¥ĩà¤Ĥ|à¤ľ|à¤¼,एक|सच|ं|़,"{""42"": ""एक|सच|ं|़"", ""43"": ""एक|सचेंज़"", ""44"": ""एक|सच|ंज़"", ""45"": ""ए||स|ेंज़"", ""46"": ""एक|स|ें|़""}"
hi,whitespace_word,एचटीटीपी,1,1,5,5,True,à¤ıà¤ļ|à¤Ł|à¥Ģà¤Ł|à¥Ģà¤ª|à¥Ģ,एचटीट|प|,"{""42"": ""एचटीट|प|"", ""43"": ""ए|ट|ीट|प|"", ""44"": ""ए|ट|ट|प|"", ""45"": ""एचट||ट|प|"", ""46"": ""एचट|ट|प|""}"
hi,whitespace_word,एडिटिंग,1,1,5,5,True,à¤ıà¤¡|à¤¿à¤Ł|à¤¿à¤Ĥ|à¤Ĺ,ए|ि|टि|ं|,"{""42"": ""ए|ि|टि|ं|"", ""43"": ""एडि|टि|ंग"", ""44"": ""ए|ि|टि|||"", ""45"": ""ए|ि|टि|ंग"", ""46"": ""एडि|टिंग""}"
hi,whitespace_word,"एडिटिंग,",1,1,5,5,True,"à¤ıà¤¡|à¤¿à¤Ł|à¤¿à¤Ĥ|à¤Ĺ|,","ए|ि|टि|ंग,","{""42"": ""ए|ि|टि|ंग,"", ""43"": ""एडि|टि|ं|,"", ""44"": ""एडि|टि|ंग,"", ""45"": ""एडिटि|ंग,"", ""46"": ""एडि|ट||ंग,""}"
hi,whitespace_word,एनालिसिस,1,1,5,5,True,à¤ıà¤¨|à¤¾à¤²|à¤¿à¤¸|à¤¿à¤¸,ए|ा|ि|स||स,"{""42"": ""ए|ा|ि|स||स"", ""43"": ""एन||ि|सि|स"", ""44"": ""ए|ा|ि|सि|स"", ""45"": ""एना|ि|सि|स"", ""46"": ""ए|ा|िसि|स""}"
hi,whitespace_word,एफआईसी,1,1,5,5,True,à¤ıà¤«|à¤Ĩà¤Īà¤¸|à¥Ģ,ए|आई||,"{""42"": ""ए|आई||"", ""43"": ""एफआ|स|"", ""44"": ""एफआ|||"", ""45"": ""ए|||स|"", ""46"": ""एफ|ईस|""}"
hi,whitespace_word,एयर-कंडीशनर,1,1,5,5,True,à¤ı|à¤¯à¤°|-à¤ķ|à¤Ĥà¤¡|à¥Ģà¤¶à¤¨|à¤°,एयर-|कंड|शनर,"{""42"": ""एयर-|कंड|शनर"", ""43"": ""ए|र-|कंड|शन|"", ""44"": ""एयर-|कंडीशनर"", ""45"": ""एयर-|कंड|श|र"", ""46"": ""एयर-|कंडीश|र""}"
hi,whitespace_word,एलिअन,1,1,5,5,True,à¤ıà¤²|à¤¿à¤|ħ|à¤¨,||||अन,"{""42"": ""||||अन"", ""43"": ""ए|ि|अन"", ""44"": ""एलि|अ|"", ""45"": ""ए|||अ|"", ""46"": ""एल||अन""}"
hi,whitespace_word,एस्टोनियाई,1,1,5,5,True,à¤ıà¤¸|à¥įà¤Ł|à¥ĭà¤¨|à¤¿à¤¯|à¤¾à¤Ī,एस|ट|न||या|,"{""42"": ""एस|ट|न||या|"", ""43"": ""एस|ट|नि|या|"", ""44"": ""ए||ट|नि|या|"", ""45"": ""एस्ट|न||या|"", ""46"": ""ए||ट|न||या|""}"
hi,whitespace_word,"ऐतिहासिक,",1,1,5,5,True,"à¤Ĳ|à¤¤|à¤¿à¤¹|à¤¾à¤¸|à¤¿à¤ķ|,","ऐ|ति|हा|ि|क,","{""42"": ""ऐ|ति|हा|ि|क,"", ""43"": ""ऐ|ति|हा|िक,"", ""44"": ""ऐति|हा|िक,"", ""45"": ""ऐति|हा|ि|क,"", ""46"": ""ऐ||ि|हा|ि|क,""}"
hi,whitespace_word,ऑब्ज़र्वेशन,1,1,5,5,True,à¤ĳ|à¤¬|à¥įà¤ľ|à¤¼à¤°|à¥įà¤µ|à¥ĩà¤¶à¤¨,ऑब|ज़र|व|शन,"{""42"": ""ऑब|ज़र|व|शन"", ""43"": ""ऑब|ज़र|वेशन"", ""44"": ""ऑ|ब|ज़र|व|शन"", ""45"": ""ऑ|ब|ज़र|वेशन"", ""46"": ""ऑ|ब|ज़र|व|श|""}"
hi,whitespace_word,कंटेनर,1,1,5,5,True,à¤ķ|à¤Ĥà¤Ł|à¥ĩà¤¨à¤°,कं||नर,"{""42"": ""कं||नर"", ""43"": ""कंट|नर"", ""44"": ""क|||नर"", ""45"": ""क|ट|नर"", ""46"": ""कं||न|""}"
hi,whitespace_word,कंफेडेरशन,1,1,5,5,True,à¤ķ|à¤Ĥà¤«|à¥ĩà¤¡|à¥ĩà¤°|à¤¶à¤¨,क|फ|ड|रशन,"{""42"": ""क|फ|ड|रशन"", ""43"": ""क|||डेरशन"", ""44"": ""क|फ|ेडेरशन"", ""45"": ""कं||ड|रशन"", ""46"": ""कंफ|ेडेरशन""}"
hi,whitespace_word,कनेक्ट,1,1,5,5,True,à¤ķà¤¨|à¥ĩà¤ķ|à¥įà¤Ł,क||क|ट,"{""42"": ""क||क|ट"", ""43"": ""कने||ट"", ""44"": ""क||||ट"", ""45"": ""||||||ट"", ""46"": ""कन|||ट""}"
hi,whitespace_word,कयोंकि,1,1,5,5,True,à¤ķ|à¤¯|à¥ĭà¤Ĥ|à¤ķ|à¤¿,क|ोंक|,"{""42"": ""क|ोंक|"", ""43"": ""क||ंक|"", ""44"": ""क||ंकि"", ""45"": ""क|||क|"", ""46"": ""क||||ि""}"
hi,whitespace_word,किसिंजर,1,1,5,5,True,à¤ķ|à¤¿à¤¸|à¤¿à¤Ĥ|à¤ľà¤°,कि|सि|ं|र,"{""42"": ""कि|सि|ं|र"", ""43"": ""क|सि|ंजर"", ""44"": ""क|सिंजर"", ""45"": ""क||सि|ं|र"", ""46"": ""क||सि|ंजर""}"
hi,whitespace_word,कैपेचीनो,1,1,5,5,True,à¤ķ|à¥Īà¤ª|à¥ĩà¤ļ|à¥Ģà¤¨|à¥ĭ,क|प|च||नो,"{""42"": ""क|प|च||नो"", ""43"": ""क|||च|न|"", ""44"": ""क|प|चीन|"", ""45"": ""क|||च||न|"", ""46"": ""क|||च||नो""}"
